96,143,225,0
87,137,208,0
203,208,214,0
133,177,242,0
233,228,235,0
17,40,94,0
17,32,65,0
186,193,201,0
128,172,243,0
1,9,74,0
155,160,166,0
144,152,155,0
208,207,215,0
0,13,68,0
12,32,82,0
17,37,87,0
136,179,247,0
18,38,91,0
119,163,228,0
76,131,211,0
18,38,91,0
230,227,234,0
127,172,240,0
240,239,245,0
0,1,0,0
235,234,242,0
118,168,239,0
104,156,229,0
6,9,24,0
6,28,165,0
223,222,228,0
213,212,220,0
0,45,123,0
7,23,85,0
2,19,101,0
126,171,239,0
154,161,169,0
233,232,238,0
11,29,69,0
129,130,134,0
148,188,250,0
141,185,250,0
11,32,175,0
196,191,195,0
96,145,212,0
92,140,214,0
119,166,234,0
63,115,190,0
112,162,231,0
174,181,191,0
92,139,211,0
89,145,230,0
87,136,213,0
4,29,174,0
2,16,115,0
118,167,236,0
4,23,144,0
23,42,181,0
138,149,155,0
47,95,167,0
64,114,187,0
11,47,121,0
42,94,177,0
219,219,227,0
6,27,134,0
127,167,236,0
115,164,233,0
65,117,200,0
54,79,119,0
11,46,114,0
229,228,234,0
9,31,68,0
3,9,25,0
234,233,239,0
92,131,190,0
139,180,246,0
227,226,232,0
1,0,4,0
18,48,110,0
19,42,96,0
228,227,233,0
15,31,64,0
226,225,231,0
5,8,23,0
188,187,193,0
17,38,85,0
17,32,65,0
202,207,211,0
115,160,228,0
139,146,152,0
126,167,229,0
202,203,208,0
144,181,249,0
18,38,89,0
188,195,203,0
0,26,173,0
138,179,245,0
16,37,84,0
92,143,222,0
169,176,186,0
13,38,94,0
179,188,195,0
215,214,222,0
6,25,84,0
98,108,117,0
85,133,217,0
5,26,133,0
18,39,92,0
19,40,97,0
223,222,230,0
50,85,241,0
196,197,202,0
128,169,235,0
0,25,146,0
14,42,105,0
146,185,250,0
81,129,193,0
9,28,120,0
218,216,203,0
181,185,194,0
81,133,209,0
152,159,167,0
12,32,82,0
9,23,52,0
1,18,124,0
8,26,62,0
232,231,237,0
8,21,74,0
1,4,13,0
94,139,207,0
238,237,245,0
169,172,179,0
60,112,188,0
6,24,88,0
81,131,202,0
139,176,244,0
141,182,246,0
16,38,87,0
132,171,240,0
13,34,79,0
217,216,224,0
25,58,189,0
177,186,193,0
96,146,219,0
143,152,161,0
57,92,218,0
12,30,68,0
21,52,117,0
0,0,12,0
115,164,233,0
4,7,26,0
130,174,239,0
16,31,114,0
82,134,210,0
12,25,57,0
1,1,1,0
0,14,125,0
142,180,242,0
88,134,194,0
152,159,167,0
4,13,46,0
0,25,143,0
142,151,156,0
124,132,143,0
1,0,2,0
4,8,20,0
16,32,68,0
233,232,238,0
89,138,205,0
122,169,239,0
124,173,242,0
2,23,148,0
4,25,142,0
148,187,252,0
77,127,198,0
232,231,239,0
101,153,228,0
180,189,198,0
1,4,11,0
73,119,194,0
142,182,251,0
57,107,180,0
108,161,231,0
151,158,166,0
112,158,233,0
9,31,130,0
181,186,192,0
114,164,233,0
0,0,2,0
59,113,185,0
236,235,243,0
162,167,173,0
140,178,243,0
139,178,247,0
183,190,198,0
7,20,73,0
91,139,205,0
187,196,203,0
127,170,238,0
233,232,240,0
4,18,115,0
190,197,205,0
78,131,207,0
131,176,241,0
139,180,246,0
1,21,136,0
90,142,218,0
157,162,168,0
145,186,252,0
163,166,173,0
0,14,131,0
2,6,17,0
19,26,55,0
99,148,215,0
1,14,56,0
4,13,42,0
13,33,84,0
84,128,201,0
44,89,156,0
0,18,130,0
12,41,107,0
121,166,233,0
7,18,63,0
129,170,236,0
102,154,229,0
200,207,213,0
75,123,199,0
96,105,114,0
92,139,221,0
183,187,196,0
117,167,236,0
15,34,74,0
11,25,52,0
124,173,240,0
161,168,174,0
0,17,131,0
1,1,1,0
13,24,132,0
212,211,217,0
130,171,235,0
16,51,179,0
83,127,202,0
8,16,101,0
177,186,193,0
144,184,253,0
0,0,2,0
156,192,250,0
224,223,229,0
16,38,88,0
7,18,64,0
143,182,249,0
82,126,191,0
17,47,117,0
45,92,162,0
227,225,230,0
7,17,52,0
232,231,237,0
3,26,132,0
123,170,240,0
11,26,85,0
30,70,131,0
144,183,248,0
2,2,0,0
105,153,227,0
12,39,106,0
56,108,184,0
150,159,164,0
20,58,129,0
165,172,180,0
219,218,224,0
174,178,187,0
182,189,199,0
126,171,236,0
118,167,234,0
111,121,131,0
141,145,154,0
224,223,229,0
67,115,181,0
4,15,61,0
166,171,177,0
141,178,246,0
234,233,239,0
10,24,51,0
7,23,82,0
18,29,57,0
3,30,169,0
8,23,78,0
16,32,68,0
146,184,246,0
214,213,219,0
35,70,196,0
5,29,161,0
16,27,49,0
27,57,177,0
232,233,238,0
16,38,95,0
86,138,211,0
10,52,126,0
103,150,228,0
23,44,99,0
139,185,247,0
8,15,70,0
15,44,100,0
227,226,232,0
2,20,148,0
55,105,176,0
186,193,201,0
21,38,180,0
5,11,35,0
217,216,224,0
149,189,250,0
8,34,144,0
11,27,87,0
135,176,242,0
2,12,123,0
25,56,121,0
114,161,231,0
200,205,211,0
14,33,73,0
154,161,169,0
17,39,88,0
151,156,162,0
81,129,201,0
144,185,249,0
19,46,161,0
140,144,153,0
148,159,161,0
0,1,0,0
128,173,241,0
10,40,92,0
16,38,88,0
102,150,226,0
6,27,170,0
111,117,129,0
111,163,236,0
232,229,238,0
144,187,255,0
16,45,103,0
14,34,84,0
176,185,194,0
148,151,158,0
8,40,101,0
129,176,244,0
203,208,214,0
1,4,49,0
230,228,233,0
2,8,24,0
220,219,225,0
165,170,176,0
17,41,173,0
67,116,192,0
97,144,214,0
56,100,175,0
186,193,201,0
181,188,196,0
164,173,180,0
227,226,232,0
144,185,251,0
136,179,248,0
128,137,142,0
206,207,212,0
147,185,248,0
140,179,244,0
198,203,209,0
84,132,206,0
7,45,110,0
142,149,157,0
110,154,227,0
156,161,167,0
200,199,207,0
124,165,227,0
195,199,208,0
146,187,249,0
231,228,235,0
116,163,231,0
145,183,248,0
16,25,56,0
140,184,249,0
16,36,86,0
214,214,222,0
73,124,205,0
76,132,217,0
0,5,60,0
19,39,89,0
1,1,1,0
137,178,242,0
17,36,68,0
3,9,25,0
75,128,204,0
3,0,0,0
